Company/Brand,Sector,Stage,Amount,What_it_does,Founded,Stage_of_funding
Unnati,FinTech,Series A,7000000.0,Fintech powered digital agri ecosystem,2019.0,Early Traction
Lysto,NFT,Seed funding,3000000.0,"Lysto is building APIs, Tools & Infrastructure to enable the creation & distribution of NFTs across platforms with a few clicks or few lines of code.",2021.0,Validation
Wakefit,Furniture,Series C,20000000.0,"A home solutions and sleep company, currently collaborating with the world's biggest sleep influencer.",2014.0,Scaling
Buyofuel,Oil & Energy,Seed funding,100000.0,Green Fuels Marketplace,2020.0,Validation
ElectricPe,EV,Seed funding,3000000.0,India's largest Electric Vehicle Charging Platform,2021.0,Validation
Vayana Network,Financial Services,Series C,30000000.0,"Vayana Network is an electronic network that connects Corporates and their Supply Chain to Financial Institutions for easy, quick and low-cost access to Trade Financing of their Payables and Receivables.",2017.0,Scaling
Valuationary,E-learning,Pre-Seed funding,100000.0,EdTech platform upskilling candidates to bag deserving finance job roles.,2020.0,Ideation
Knocksense,Online Media,Series A,150000.0,Knocksense is a local news and recommendations platform.,2016.0,Early Traction
Petpooja,Information Technology & Services,Series A,4500000.0,"Petpooja is the largest next-generation PoS platform for the F&B sector with more than 25,000+ clients across India and UAE.",2011.0,Early Traction
Wingreens Farms,Food & Beverages,Series A,17000000.0,"Wingreens Farms is a fully integrated (farm to retail) Food Company in the business of making and selling a range of fresh, healthy, tasty and innovative food products.",2011.0,Early Traction
Doola,Company-as-a-Service,Series A,3000000.0,The ultimate One-Stop-Shop™? to help US and Non-US Founders to turn an idea into their dream US Business,2020.0,Early Traction
EyeMyEye,Eyewear,Series A,2000000.0,"Shop the latest Eyeglasses, Sunglasses, Power Sunglasses, Contact Lens and more.",2021.0,Early Traction
Bombay Hemp Company,Textiles,Series A,2000000.0,"BOHECO was founded to research on and promote industrial hemp, the super crop of our era in India. BOHECO was formally registered under The Companies Act",2013.0,Early Traction
DGV,Information Technology & Services,Series A,3000000.0,NeoBanking for Bharat,2019.0,Early Traction
GuardianLink,Information Technology & Services,Series A,12000000.0,Building tech infrastructure to help NFT commerce go mainstream,2017.0,Early Traction
Clinikk,Hospital & Health Care,Series A,4000000.0,Transforming health insurance by building India's first managed care model,2016.0,Early Traction
Toplyne,Computer Software,Series A,2500000.0,Toplyne helps sales teams at product-led companies convert their freemium users!,2021.0,Early Traction
Mensa,D2C,Series B,135000000.0,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",2021.0,Scaling
GENLEAP,Professional Training & Coaching,Seed funding,8000000.0,GenLeap is India’s first self-discovery and career lifecycle management platform.,2021.0,Validation
Planys,Maritime,Series A,1600000.0,Planys is an Indian deep tech start-up creating a paradigm shift in the underwater inspection industry.,2015.0,Early Traction
Wonderchef,Consumer Goods,Series A,20000000.0,"Wonderchef Cookware and Appliances is a perfect blend of health, taste, and convenience that inspires us to 'cook with pride'.",2009.0,Early Traction
GoKwik,Information Technology & Services,Series A,15000000.0,GoKwik is a platform for solving shopping experience problems on e-commerce websites on the internet.,2020.0,Early Traction
Velocity,Financial Services,Series A,20000000.0,"Velocity provides revenue based financing, up to Rs 3 crores, for marketing and inventory spends of online businesses.",2020.0,Early Traction
SalaryBox,Financial Services,Seed funding,4000000.0,SalaryBox is solution that makes employee management effortless.,2020.0,Validation
Boingg,Furniture,Seed funding,200000.0,D2C furniture brand,2019.0,Validation
Better Capital,Venture Capital & Private Equity,Series A,15000000.0,"Better is a top-tier India-focused pre-seed venture firm with a portfolio of 100+ companies including stellar successes like Rupeek, Open, Khatabook, Bijak",2006.0,Early Traction
Tickertape,Financial Services,Series A,5000000.0,"Tickertape provides data, information & content for Indian stocks, ETFs & indices",2019.0,Early Traction
Zenpay Solutions,Financial Services,Series A,4000000.0,"India’s fastest growing fintech company, which has revolutionized the ultimate banking experience especially by reaching out to thousands of blue-collared employees by promoting digital banking solutions across India.",2019.0,Early Traction
Disprz,E-learning,Series B,13000000.0,An AI-powered right skilling suite that helps enterprises unlock business potential.,2015.0,Scaling
Arbo Works,Computer Software,Series A,4000000.0,Finance technology,2021.0,Early Traction
Inzpira,E-learning,Seed funding,300000.0,"Inzpira is India's only Live online 1:1 platform for Language Learning & Test Preparation that lets users instantly connect with expert trainers and learn anytime, from anywhere.",2021.0,Validation
Defy,Financial Services,Series A,5500000.0,Building India's first social crypto exchange,2021.0,Early Traction
Mindhouse,"Health, Wellness & Fitness",Seed funding,6000000.0,Mindhouse is a Yoga & Nutrition driven personalized healthcare platform.,2019.0,Validation
Homversity,Housing Marketplace,Series A,155000.0,Homversity is the digital ecosystem that aims to support the 93 BN USD student housing & Co-living industry in India.,2017.0,Early Traction
Toppersnotes,Education Management,Seed funding,1000000.0,"Toppersnotes is an edtech company, primarily operating in the test preparation industry.",2015.0,Validation
NoBroker.com,Real Estate,Series E,2100000.0,NoBroker is a disruptive force in the Real Estate Industry.,2014.0,Scaling
Haber,Industrial Automation,Series B,20000000.0,"Real-time, automated insights to increase plant efficiency",2017.0,Scaling
True Balance,Financial Services,Series A,30000000.0,"Balancehero India Private Limited (BHI), the wholly owned subsidiary of Balancehero Co. Ltd., Korea which runs and operates mobile App “True Balance”.",2014.0,Early Traction
Recordent,Financial Services,Series A,400000.0,Helping MSMEs collect customer dues faster & reduce risk by checking credit & payment history before offering credit,2018.0,Early Traction
Koparo,Consumer Goods,Seed funding,700000.0,Koparo is a direct-to-consumer brand that is addressing the needs of modern Indian families and their homes.,2020.0,Validation
Indifi,Financial Services,Series A,40000000.0,Indifi believes in helping small businesses grow by offering loans to those that have potential and intent.,2015.0,Early Traction
Settl,Real Estate,Seed funding,500000.0,Settl. is a technology-driven accommodation platform focused on providing a convenient and high-quality living experience for young millennials.,2020.0,Validation
Park+,Tech startup,Series B,25000000.0,Building an eco-system for car owners which will be a one-stop solution for all their needs.,2019.0,Scaling
Simple Energy,Automotive,Pre-Seed funding,21000000.0,A Research and development driven company on a mission to build the future of mobility that is electric and connected.,2019.0,Ideation
Dream Sports,Sports,Series A,840000000.0,"Dream Sports is India’s leading sports technology company with brands such as Dream11, world’s largest fantasy sports platform",2008.0,Early Traction
Spinny,Automotive,Series E,248000000.0,Spinny is a new age used car end-to-end platform in India.,2015.0,Scaling
Rentomojo,Furniture Rental,Series A,10000000.0,"Furniture, appliances, electronics, and fitness products on monthly rental subscriptions.",2014.0,Early Traction
Slice,Financial Services,Series B,220000000.0,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards",2015.0,Scaling
21K School,E-learning,Series A,5000000.0,"21K School is India's First Online School that provides a complete online school experience and personalized learning – anytime, anywhere.",2020.0,Early Traction
Adda247,E-learning,Series B,20000000.0,"The multilingual edtech platform provides 360 degree learning solutions catering to all major educational needs of Tier II, tier III including online courses for  competitive exams",2016.0,Scaling
Loop Health,Hospital & Health Care,Series A,12000000.0,India's first health insurance with unlimited primary care for employees.,2018.0,Early Traction
Rupifi,Financial Services,Debt,1000000.0,Embedded Lending for Small Businesses,2020.0,Other
RENEE Cosmetics,Cosmetics,Series A,1500000.0,"RENÉE Cosmetics is an Indian makeup brand empowering bold & beautiful women with innovative, cruelty-free products.",2019.0,Early Traction
Svish,Consumer Goods,Seed funding,400000.0,D2C personal hygiene startup,2020.0,Validation
Progcap,FinTech,Series C,30000000.0,"Progcap (Desiderata Impact Ventures Private Limited) is a mission-driven, inclusive financing technology firm",2016.0,Scaling
Smartstaff,Recruitment,Series A,4300000.0,Smartstaff (previously Qikwork) is a full stack blue-collar workforce management platform.,2020.0,Early Traction
D’Moksha Homes,Textiles,Seed funding,570000.0,"Artisans handcraft exquisite and environment-friendly home linens using only the most sustainable fabrics like linen, hemp, and lyocell.",2020.0,Validation
ANS Commerce,E-commerce,Series A,2200000.0,ANS Commerce is India’s #1 full-stack e-commerce enabler helping brands sell online.,2017.0,Early Traction
Mobileware Technologies,Information Technology & Services,Series A,4700000.0,"A mobile applications development platform for technologies including Symbian, Blackberry, and early versions of iOS and Android.",2008.0,Early Traction
GramCover,Insurance,Series A,7000000.0,GramCover is a tech-enabled insurance marketplace for rural India.,2016.0,Early Traction
BYJU'S,EdTech,Series A,300000000.0,BYJU’S is India's largest ed-tech company and the creator of India’s most loved school learning app.,2011.0,Early Traction
Hyperface,Information Technology & Services,Series A,1300000.0,Empowering Brands and Fintechs to offer banking products contextually to their customers.,2021.0,Early Traction
Licious,Food & Beverages,Series G,52000000.0,"Licious is a consumer food company, focussed at delighting the world with an unmatched range of meat & meat products.",2015.0,Scaling
Chalo,Mobility,Series C,40000000.0,India’s #1 bus transport technology company.,2014.0,Scaling
Kaar Technologies,Information Technology & Services,Series A,4000000.0,"Kaar Technologies is an SAP global consultancy firm that designs, delivers and deploys cutting-edge SAP solutions for businesses around the world.",2005.0,Early Traction
Kissan Pro,Farming,Series A,4000000.0,"Full stack solution on agri advisory, input purchase and market linkage",2021.0,Early Traction
Sunstone Eduversity,EdTech,Series B,28000000.0,Sunstone Eduversity is a one-of-its-kind business school operating in an asset-light model since 2011.,2011.0,Scaling
Ozonetel,Telecommunications,Series A,5000000.0,Ozonetel is leading Cloud Telephony solution provider.,2007.0,Early Traction
CoinSwitch Kuber,Crypto,Series C,260000000.0,"CoinSwitch Kuber is the largest crypto trading platform in India with a user base of 10M+, in just 15 months and growing every second.",2017.0,Scaling
Pazcare,Insurance,Seed funding,3500000.0,Paz Care is India's leading Employee Benefits & Health insurance platform,2020.0,Validation
kWh Bikes,Automotive,Seed funding,2000000.0,Building India’s strongest and smartest electric 2 wheelers,2020.0,Validation
IBSFINtech,Information Technology & Services,Series A,1000000.0,"Driving Digitization & Automation of Cash & Liquidity, Risk, Treasury & Trade Finance functions of the Corporate.",2006.0,Early Traction
LeadSquared,Computer Software,Series A,4000000.0,"LeadSquared is a marketing automation and sales execution platform that helps businesses increase their closures, manage their pipelines",2011.0,Early Traction
Phool.co,Renewables & Environment,Series A,4000000.0,Flowercycling technologies to upcycle cellulose waste and specialises in manufacturing charcoal-free incense and other wellness products,2017.0,Early Traction
Twin Health,"Health, Wellness & Fitness",Series C,140000000.0,Twin Health invented the Whole Body Digital Twin™ to help reverse and prevent chronic metabolic diseases.,2018.0,Scaling
Trica,Equity Management,Seed funding,3000000.0,Powering private markets - A technology platform for startups and investors.,2021.0,Validation
mHealth,"Health, Wellness & Fitness",Seed funding,1000000.0,mHealth  is AI based corporate wellness platform  to spread happiness & well-being,2020.0,Validation
Rebel Foods,Cloud kitchen,Series F,175000000.0,"World’s largest internet restaurant company. Building Unique, Memorable, Delightful & Sure delivery-only restaurants.",2011.0,Scaling
ProfitWheel,Marketing & Advertising,Seed funding,3000000.0,ProfitWheel's belief is that only a fraction of customers drive the most profitability for a brand - and we want to help increase their high value customer base.,2020.0,Validation
Log 9 Materials,Nanotechnology,Series A,2000000.0,Log9 Materials is on a mission to make global energy 100% clean.,2014.0,Early Traction
Chingari,Entertainment,Series A,19000000.0,"Chingari - Bharat Ka Super Entertainment App. A unique and fun short video app, can create interesting videos and share them with the world.",2018.0,Early Traction
Ishitva,Computer Software,Series A,1000000.0,"Sort to create value’ using #AI, #Robotics and #AirSorter to achieve a #circulareconomy with environmental benefits.",2018.0,Early Traction
Ola Electric,Automotive,Series A,200000000.0,Sustainability for the future.,2017.0,Early Traction
leap.club,Community,Series A,810000.0,A community-led professional network for women,2014.0,Early Traction
F5,Retail,Series A,600000.0,One-Stop Solution for Daily Workplace Needs,2018.0,Early Traction
ForeignAdmits,Higher Education,Seed funding,400000.0,“foreignadmits” aims at addressing one of the biggest problems of personalized mentoring for students aiming to pursue higher education and eventually become an expert in their desired discipline of study.,2018.0,Validation
SALT,Financial Services,Pre-Seed funding,500000.0,Salt is a neo-banking experience created to cater to international businesses.,2019.0,Ideation
EarnWealth,Financial Services,Series A,500000.0,"EarnWealth is India's First Social Commerce FinTech which enables Financial Consultants, Mutual Fund Distributors, Insurance Agents, Real Estate Consultants, Housewives, Retired People and Students to earn quick money by selling Loans, Credit Cards",2014.0,Early Traction
Visit Health,"Health, Wellness & Fitness",Series A,7500000.0,"Visit is a 360° integrated, highly engaging Health Benefits Platform- covering end to end health & wellness management.",2015.0,Early Traction
Crater.Club,Media,Seed funding,700000.0,"Crater is where you join 5000+ mentors, creators & experts while they stream their knowledge and skills live.",2020.0,Validation
NFTically,NFT,Seed funding,1000000.0,"NFTically is a global B2B SaaS that enables celebrities, influencers, gamers, clubs & enterprises to launch their own white-label NFT store or NFT Marketplace without any technical knowledge.",2021.0,Validation
ReshaMandi,B2B,Series A,30000000.0,"ReshaMandi provides a full-stack digital ecosystem in the form of a super app, from FARM to RETAIL.",2020.0,Early Traction
Zetwerk,Mechanical Or Industrial Engineering,Series A,600000000.0,ZETWERK is a universal manufacturing network powered by new-age technology.,2018.0,Early Traction
Hubilo,Software Startup,Series B,125000000.0,Hubilo is the leading hybrid event platform built for engagement and event excellence.,2020.0,Scaling
M2P Fintech,Financial Services,Series C,35000000.0,"M2P fintech was born out of the need to build highly scalable, secure yet nimble technology stack at the intersection of Mobility, Commerce and payments.",2015.0,Scaling
Open Financial Technologies,Financial Services,Series C,90000000.0,Open is Asia’s first neobanking platform for SMEs and startups.,2017.0,Scaling
Niro,Financial Services,Seed funding,3500000.0,Embedding personal credit products into leading consumer internet platforms.,2021.0,Validation
Wiingy,E-learning,Series A,400000.0,The ultimate 1:1 live e-learning platform providing personalized hands-on learning for kids,2021.0,Early Traction
CarDekho,Automotive,Series E,250000000.0,Redefining the country’s personal mobility ecosystem with technologically enhanced solutions.,2008.0,Scaling
Melorra,D2C jewellery,Series A,24000000.0,A company that styles jewellery for the contemporary wardrobe.,2015.0,Early Traction
AnKa SumMor,Sales and Distribution,Series A,1000000.0,"AnKa SumMor is the service that allows businesses to focus on building their brands, while they provide Supply & Distribution expertise.",2017.0,Early Traction
Toch.ai,SaaS,Series A,11000000.0,"Toch is an AI-driven platform that helps broadcasters, OTT platforms, media platforms, and creators to revolutionize videos.",2016.0,Early Traction
Playto Labs,E-learning,Seed funding,500000.0,Playto Labs provides robotics toys and online classes for kids to help them develop the key 21st century skills. Book a free trial for your child today at www.playtolabs.com,2021.0,Validation
Fraazo,Food & Beverages,Series B,50000000.0,FRAAZO is Mumbai's favourite App for Fresh Vegetables and Fruits coming straight from the Farm to your Doorstep within 18 Hours.,2020.0,Scaling
Arcana,Information Technology & Services,Series A,2300000.0,Arcana offers a Privacy Stack SDK to DApp developers on EVM compatible blockchains chains to build Privacy-First products.,2019.0,Early Traction
FloCareer,Information Services,Series A,5700000.0,"The Best Skills Validation Platform that provides ""Interview As-A-Service""?.",2018.0,Early Traction
Nap Chief,Apparel & Fashion,Seed funding,200000.0,India's favourite Kid's wear and Family Sleepwear D2C Brand,2019.0,Validation
AcknoLedger,Crypto,Seed funding,1500000.0,AcknoLedger is a Global platform that distributes Web 3.0 Digital Assets Seamlessly across all the Metaverses and Gaming,2021.0,Validation
ApplicateAI,Information Technology & Services,Series A,30000000.0,"‘ApplicateAI’ is an integrated AI BOT platform for Enterprise with defined and curated work-flows for Sales, Consumer Engagement and Employee support and engagement.",2014.0,Early Traction
VLCC Health Care,"Health, Wellness & Fitness",Series A,4000000.0,VLCC is today widely recognized for its comprehensive portfolio of beauty and wellness products and services,1989.0,Early Traction
Duroflex,Furniture,Series A,60000000.0,"5 decades of experience, superior quality and best in class innovation help us in bringing you a wide range of mattresses, pillows, protectors and other sleep solutions.",1963.0,Early Traction
Aviom India,Financial Services,Series C,8000000.0,AVIOM India Housing Finance Pvt. Ltd. is a venture started by experienced professionals with a vision to improve the standard of living of families from the informal sector in rural areas,2016.0,Scaling
Onato,Computer Software,Series A,2200000.0,A startup solving inefficiencies in the agri supply chain,2021.0,Early Traction
Mestastop Solutions,Biotechnology,Series A,100000.0,"Mestastop aims to provide a solution for such challenges with their unique proprietary platforms, METAssay, METSCAN, and METVivo.",2018.0,Early Traction
SaaS Labs,SaaS,Series A,17000000.0,"Building high impact communication, workflow and productivity tools for sales and support teams throughout the globe.",2016.0,Early Traction
Devnagri,Translation & Localization,Seed funding,600000.0,"Devnagri is an AI powered human translation platform, working in all 22 Indian languages.",2017.0,Validation
CRED,Finance,Series E,250000000.0,CRED is a credit card payment platform that rewards users with points for paying their bills.,2018.0,Scaling
ConveGenius,Education Management,Pre-Seed funding,5000000.0,An EdTech social enterprise focused on closing the gap in educational achievement for children and youth in India.,2013.0,Ideation
Totality,Entertainment,Series A,1000000.0,"Totality with the goal of combining scalability through technology, innovation through design & retention through content.",2017.0,Early Traction
CredAble,Financial Services,Series B,30000000.0,CredAble provides liquidity programs for enterprise supply chains.,2017.0,Scaling
MarketWolf,Financial Services,Seed funding,5500000.0,"MarketWolf provides everyone an opportunity to begin their trading journey with a unique digital platform that is bold, simple and fun.",2017.0,Validation
Wondrlab,Marketing & Advertising,Series A,7000000.0,India's largest platform-first martech startup,2020.0,Early Traction
SUN Mobility,Automotive,Series A,50000000.0,Provider of universal energy infrastructure and services to accelerate mass EV usage!,2017.0,Early Traction
Tamasha,Entertainment,Series A,3000000.0,"Tamasha, the next-generation interactive entertainment platform.",2020.0,Early Traction
Revfin,Financial Services,Series A,4000000.0,"RevFin is a financial technology (FinTech) company, advanced digital lending platform makes getting a loan convenient and accessible for customers",2017.0,Early Traction
Yu Foodlabs,Food & Beverages,Series A,1000000.0,Re-imagining Packaged Foods with Natural Ingredients & ZERO Preservatives,2020.0,Early Traction
MergerDomo,Investment Banking,Series A,500000.0,MergerDomo is the one-stop Global OnLine M&A marketplace for Corporate and Business Growth,2018.0,Early Traction
FarMart,Farming,Series A,10000000.0,FarMart is an agritech platform that helps businesses easily source high quality produce at reasonable prices.,2015.0,Early Traction
Questt,EdTech,Series A,6750000.0,Questt is a Free online homework app that lets teachers assign gamified homework to students.,2020.0,Early Traction
IDfy,Information Technology & Services,Series D,10000000.0,IDfy helps people and business build authentic relationships by ensuring that both parties are who they claim to be and can be trusted.,2011.0,Scaling
ClearDekho,Retail,Series A,4000000.0,ClearDekho is India’s Leading Affordable Eyewear Brand.,2016.0,Early Traction
BookingJini,Hospitality,Series A,1200000.0,BookingJini strive to empower Hotels from all aspects ranging from customer outreach to automate their booking process and improve their online presence and revenue to stimulate Top-line and Bottom-line growth.,2017.0,Early Traction
Sourcewiz,Information Technology & Services,Seed funding,3000000.0,Building a platform for exporters to digitize their workflows and help them grow and manage their business.,2021.0,Validation
Tvasta,Mechanical Or Industrial Engineering,Series A,400000.0,Developing new-age manufacturing and automation technologies that can increase human productivity by allowing deep personalization.,2016.0,Early Traction
Kafqa Academy,E-learning,Seed funding,1300000.0,"Kafqa Academy is a global performing arts academy that offers classes in dancing, singing, and speech & drama.",2021.0,Validation
Trell,Social commerce,Series A,100000000.0,Trell is turning over a new leaf with the wave of digitalization sweeping across the nation,2016.0,Early Traction
Storia,Food & Beverages,Series A,6000000.0,"Storia Foods and Beverages is committed to creating products that are natural, full of goodness and promote a healthy lifestyle.",2016.0,Early Traction
Clear,Computer Software,Series C,75000000.0,India’s leading FinTech SaaS platform,2011.0,Scaling
Groww,Finance,Series E,250000000.0,Groww is on a mission to democratize access to financial services for millions of Indians responsibly.,2016.0,Scaling
The Indus Valley,Consumer Goods,Series A,1100000.0,Consumer GoodsThe Indus Valley is a Direct to Consumer (D2C) healthy kitchenware brand.,2016.0,Early Traction
BharatPe,Financial Services,Series A,10000000.0,"BharatPe launched India’s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.",2018.0,Early Traction
Teachmint,E-learning,Series B,78000000.0,Teachmint is an education infrastructure provider and India’s largest teaching platform.,2020.0,Scaling
Porter,Logistics & Supply Chain,Series E,100000000.0,Porter is India's Largest Marketplace for Intra-City Logistics.,2014.0,Scaling
O4S,Information Technology & Services,Series A,6000000.0,O4S SaaS helps Consumer Brands to Digitize and Automate their Supply Chain thereby increasing Sales and Performance.,2017.0,Early Traction
Wobb,Marketing,Pre-Seed funding,200000.0,The platform for marketers to find and work with influencers,2020.0,Ideation
BASIC Home Loan,Financial Services,Series A,3500000.0,BASIC Home Loan is India's first automated platform for secured lending with special focus on the affordable housing segment.,2020.0,Early Traction
Siply,Financial Services,Series A,3200000.0,"A tech-enabled micro-savings platform, for the underserved masses, that makes it possible to save starting at Re. 1",2020.0,Early Traction
BankSathi,Financial Services,Series A,500000.0,"BankSathi is a Fintech platform to empower consumers to save money and time on financial products through safe, easy, and trustable shopping experience.",2020.0,Early Traction
Gramophone,AgriTech,Series A,10000000.0,"Create a difference in farming by bringing timely information, technology and right kind of inputs to achieve better yields for farmers.",2016.0,Early Traction
Healofy,Femtech,Series B,6000000.0,Healofy was created with a mission to experience special motherhood through its products and its inexhaustive and evergrowing babycare tips,2016.0,Scaling
E42,Computer Software,Series A,5400000.0,E42 is the world’s leading Natural Language Processing- based AI platform driving enterprise cognition across processes.,2012.0,Early Traction
Spottabl,Human Resources,Seed funding,400000.0,Spottabl is a technology driven recruitment platform that has helped over 50 tech startups and growth stage companies discover their top talent through its intelligent and human backed model.,2017.0,Validation
DeHaat,Information Technology & Services,Series D,115000000.0,DeHaat™ is one of the fastest growing start-ups in Agri Tech sector and one of the very few companies providing end-to-end solutions and services to the farming community in India.,2012.0,Scaling
Shumee,Retail,Series A,4000000.0,"An Indian, mom-made toy brand passionate about making playtime development-friendly, child-safe, and sustainable. Our design philosophy is that play is 90% child and 10% toy.",2014.0,Early Traction
Zolve,Financial Services,Series A,40000000.0,World's first cross-border Neobank,2020.0,Early Traction
Instoried,Computer Software,Series A,8000000.0,"The platform helps content writers in e-commerce, news, FMCG, and other verticals to optimize emotions in their marketing content.",2018.0,Early Traction
SportZchain,sports,Pre-Seed funding,400000.0,SportZchain is India's first blockchain based platform poised to disrupt a multi-billion dollar fan engagement industry.,2021.0,Ideation
Hypto,Tech startup,Seed funding,3000000.0,The next generation of web services that democratize access to finance for developers and businesses.,2018.0,Validation
CHUPPS,Foootwear,Series A,1100000.0,D2C footwear brand,2016.0,Early Traction
Zenduty,Computer Software,Series A,1900000.0,"Next-generation end-to-end incident response platform for SREs, DevOps, ITOps and Support teams",2019.0,Early Traction
R for Rabbit,Consumer Goods,Series A,5000000.0,The concept of R for Rabbit was conceived after the founder of the company was blessed with a baby.,2014.0,Early Traction
Acko,Insurance,Series D,255000000.0,ACKO is India’s first and fastest growing InsurTech company which makes buying and using insurance effortless.,2016.0,Scaling
LoveLocal,Retail,Series B,18000000.0,LoveLocal (formerly known as m.Paani) is bringing Trusted Local Shops Online and empowering them to deliver the neighbourhood shopping experience of the future.,2015.0,Scaling
SupplyNote,Food & Beverages,Series A,1200000.0,"SupplyNote is Cloud based web and mobile enabled suite connecting outlets, service providers and suppliers.",2015.0,Early Traction
Vakilsearch,Legal Services,Series A,10000000.0,"India's largest Legal, Compliance & Tax services platform, and trusted partner in making legal simple!",2010.0,Early Traction
Cloudphysician,Hospital & Health Care,Series A,4000000.0,Cloudphysician is a healthtech company that is transforming the delivery of critical care.,2017.0,Early Traction
Wiggles.in,Veterinary,Series A,5500000.0,Wiggles India is a preventative healthcare brand for all things pets!,2018.0,Early Traction
Avanti Finance,Financial Services,Series A,15000000.0,A digital platform to make financial services accessible to 100 million unserved and underserved households across India,2017.0,Early Traction
Vanity Wagon,Consumer Goods,Series A,700000.0,Vanity Wagon is India's first true information oriented clean beauty marketplace.,2018.0,Early Traction
Purplle,E-commerce,Series A,70000000.0,Purplle.com is one of India’s largest e-beauty destinations with more than 7 million monthly active users.,2012.0,Early Traction
Wallmantra,Arts & Crafts,Series A,4000000.0,WallMantra is a well reputed wall decoration online store in India.,2013.0,Early Traction
MFine,Hospital & Health Care,Series C,48000000.0,"MFine aims to make access to trusted healthcare simple, fast, and effective.",2017.0,Scaling
Aquatein,Food & Beverages,Seed funding,1000000.0,India's First Protein Water in 21g and 10g Variants with BCAA.,2019.0,Validation
Mentza,E-learning,Seed funding,400000.0,"Make great conversations accessible to everyone through a vibrant, small, safe, and easy real-time audio platform",2020.0,Validation
ConnectedH,Hospital & Health Care,Seed funding,2300000.0,Connect different sectors of healthcare system and give the patients complete control over their information.,2018.0,Validation
CredAvenue,FinTech,Series A,90000000.0,CredAvenue is an organization on a mission to deepen and power the $120Trillion global enterprise debt market which would unlock a GDP multiplier and thus create massive economic value.,2017.0,Early Traction
Vedantu,E-learning,Series E,100000000.0,Vedantu is a LIVE online learning platform that brings together students and teachers to achieve best results.,2011.0,Scaling
Exotel,Telecommunications,Series C,35000000.0,"Asia's largest customer engagement platform, streamlining customer interactions for Swiggy, Ola, Flipkart, GoJek etc.",2011.0,Scaling
Fantasy Akhada,sports,Series A,2000000.0,Fantasy Akhada is one of India's fastest growing Fantasy Sports Platform.,2020.0,Early Traction
Meesho,Social commerce,Series A,570000000.0,Meesho is India’s largest marketplace for longtail products.,2015.0,Early Traction
PumPumPum,Automotive,Series A,4000000.0,Pumpumpum is empowering millennials with a smart car subscription model. We provide monthly subscription of pre-owned cars at affordable rates.,2018.0,Early Traction
Cusmat,Computer Software,Series A,100000.0,CUSMAT is India’s largest immersive skilling and training platform.,2016.0,Early Traction
Homeville,Information Technology & Services,Series A,7000000.0,A technology company focused on helping people buy their first home with down payment assistance at zero interest cost.,2017.0,Early Traction
Coinshift,Blockchain,Seed funding,2500000.0,CoinShift helps businesses and decentralised autonomous organisations (DAO's) manage their crypto easily,2021.0,Validation
Strip Finance,Financial Services,Seed funding,400000.0,Collateralised NFT & DeFi Liquidity Protocol With Interest Rate Discovery.,2021.0,Validation
Ola Electric,Automotive,Series A,200000000.0,Charging ahead to accelerate the world’s transition to sustainable mobility.,2017.0,Early Traction
Kolo,Construction,Pre-Seed funding,550000.0,Home construction app for finding ideas and service providers near you,2020.0,Ideation
Chqbook,FinTech,Series B,5000000.0,"Chqbook.com is India’s first neobank for small business owners offering world-class financial services through its five pillars of banking, khata, lending, insurance, and rewards.",2017.0,Scaling
My3DSelfie,Arts & Crafts,Series A,4000000.0,World's first to create 3d figurine from photos,2016.0,Early Traction
EV Plugs,Information Technology & Services,Series A,150000.0,EV charging station aggregator platform,2021.0,Early Traction
Rulezero,Financial Services,Seed funding,2500000.0,"Rulezero is a legal/fintech startup reimagining private markets by building an intelligent platform that enables stakeholder participation and capital flow in a transparent, efficient and compliant manner.",2019.0,Validation
CredRight,Financial Services,Series A,2700000.0,"CredRight is a new age digital lending company 100% focused on Micro & Small businesses, making the process of availing loans simple",2016.0,Early Traction
Karbon Card,FinTech,Series A,12000000.0,"Empower Indian startups by creating the right financial products starting with a high-limit corporate credit card with unlimited benefits, no personal liability and no fixed deposit.",2019.0,Early Traction
Auntie Fung,Food & Beverages,Series A,400000.0,Serving delectable and eclectic pan-Asian fare to all foodies in a quick-service & healthy format,2015.0,Early Traction
ePayLater,Financial Services,Series B,10000000.0,ePaylater is a payment solution that aims to separate the experience of shopping from the hassles of payment process.,2015.0,Scaling
Fittr,"Health, Wellness & Fitness",Series A,11000000.0,"FITTR’s mission is to reach out to 50 million people and make them fit, create jobs in the fitness industry, teach people how easy it is to stay fit and move together as a Wolfpack.",2016.0,Early Traction
Medikabazaar,Healthtech,Series C,75000000.0,"Medikabazaar, India’s pioneering and largest online B2B marketspace for medical supplies and equipment.",2014.0,Scaling
Nimble Growth Organics,Farming,Seed funding,1000000.0,Nimble Growth Organics is the new age Agri startup which through its proprietary package of practice (PoP) cultivates organic fruits & vegetables and ensure that authentic food reaches plate.,2016.0,Validation
Delhivery,Logistics & Supply Chain,Series A,125000000.0,Delhivery is a leading logistics and supply chain services company in India.,2011.0,Early Traction
Akudo,Financial Services,Seed funding,4200000.0,A Learning-First Neobank for teenagers - Enable practical financial education for child today,2020.0,Validation
